Process_ID,Timestamp,Tool_Type,Wafer_ID,Chamber_Temperature,Gas_Flow_Rate,RF_Power,Etch_Depth,Rotation_Speed,Vacuum_Pressure,Stage_Alignment_Error,Vibration_Level,UV_Exposure_Intensity,Particle_Count,Defect,Join_Status
P1579,2025.7.1 4:31,Lithography,WAF21357,69.29958699,41.70869816,280.6342948,381.4079681,1697.60068,0.539313363,1.803828871,0.015614063,130.7938184,730,0,Joining
P1241,2025.7.1 0:03,Deposition,WAF34230,72.56180463,55.0515107,315.2066864,330.8415896,1488.031418,0.453957852,1.887035423,0.005146326,108.3011163,927,0,Joining
P1600,2025.7.1 7:57,Etching,WAF76877,75.2796033,47.55047368,238.2013284,486.8869155,1206.515715,0.461924919,1.708794718,0.003410388,116.2265952,988,1,Non-Joining
P1796,2025.7.1 2:17,Lithography,WAF14992,69.9450152,58.43550409,222.9124523,543.889693,1038.328748,0.570504328,2.182592958,0.009081332,137.0805254,733,0,Joining
P1053,2025.7.1 6:54,Deposition,WAF38080,79.68603135,52.58558571,296.9552339,661.3630093,1771.483629,0.572514005,2.105632162,0.007825219,110.9552398,488,0,Joining
P1830,2025.7.1 1:19,Deposition,WAF90331,78.44142554,54.83053572,271.4142477,503.3988038,1959.039367,0.428319605,1.927611405,0.013004768,129.0291145,126,0,Joining
P1597,2025.7.1 5:33,Etching,WAF35379,72.30029043,51.80019139,231.9405127,619.758323,1400.197785,0.461932728,1.068421276,0.010538492,110.2507137,719,0,Joining
P1523,2025.7.1 6:40,Deposition,WAF78197,66.15959379,62.81166218,305.285626,507.7969695,1749.235815,0.482917132,1.805119266,0.00935136,111.7324086,790,0,Joining
P1053,2025.7.1 0:53,Etching,WAF74141,78.38418827,63.70401801,404.0875806,548.7539993,1490.285627,0.438545578,2.903329742,0.007790249,126.1901754,451,0,Joining
P1225,2025.7.1 2:33,Lithography,WAF89852,73.97174044,65.34286975,312.1290104,458.7254398,1803.889479,0.437833238,3.257828988,0.007061147,127.17614,733,0,Joining
P1499,2025.7.1 5:24,Lithography,WAF79086,66.19208786,45.32609401,395.6628755,549.145493,1549.379279,0.529414363,3.595500737,0.010605142,106.3105095,581,0,Joining
P1154,2025.7.1 3:55,Deposition,WAF94764,80.817475,56.73679596,330.9578061,594.0548313,1440.634799,0.473197436,2.159595577,0.010394661,124.9007387,309,0,Joining
P1034,2025.7.1 7:33,Etching,WAF13051,73.80754571,48.06857723,290.3429787,198.0916942,1488.305623,0.499519228,2.292750247,0.011488227,128.9833769,280,0,Joining
P1754,2025.7.1 2:10,Deposition,WAF94738,80.23924528,27.88432423,274.6929454,529.1417921,1304.78939,0.443892671,1.992615173,0.01385323,142.931561,813,0,Joining
P1303,2025.7.1 6:26,Etching,WAF52981,73.79451276,37.99285022,234.4570825,473.1995147,1407.321346,0.584405217,1.347562287,0.001853461,93.14808074,963,0,Joining
P1345,2025.7.1 1:18,Deposition,WAF64699,72.58599656,40.77978622,298.8868905,357.456855,1584.928172,0.482302006,1.798602152,-0.000616749,134.3417951,982,0,Joining
P1289,2025.7.1 4:12,Deposition,WAF10814,75.50311055,60.66865588,243.587183,391.6726411,1461.002381,0.509778624,1.058480172,0.009693069,116.512403,576,0,Joining
P1782,2025.7.1 4:47,Etching,WAF85224,73.62338736,57.53768931,345.8241217,605.157912,1210.5486,0.489774334,1.489113625,0.011064086,139.7439311,662,1,Non-Joining
P1962,2025.7.1 2:57,Lithography,WAF50426,71.40983459,34.4386482,343.389925,435.8418128,1596.0805,0.546908459,0.759763993,0.010561451,133.7128743,558,0,Joining
P1821,2025.7.1 0:20,Etching,WAF52837,74.17210514,44.14558737,276.2734995,466.9974267,1237.002121,0.542530087,0.397096809,0.012188096,119.2374297,556,0,Joining
P1453,2025.7.1 3:24,Deposition,WAF88101,77.94684804,66.75202424,365.7006371,633.3578573,1212.686822,0.471247035,0.872494926,0.015882512,129.899102,437,0,Joining
P1897,2025.7.1 5:23,Lithography,WAF24202,71.75776673,38.54977762,288.7438809,648.0776447,1463.237373,0.459373564,2.200491123,0.00278483,134.351805,837,0,Joining
P1131,2025.7.1 4:40,Etching,WAF69469,74.69402129,40.86793099,366.9046824,498.8913293,1557.021222,0.484149871,0.826053566,0.004929755,96.16101104,678,0,Joining
P1137,2025.7.1 4:21,Etching,WAF19940,76.06545287,51.57410808,271.8252939,553.1955044,1683.567559,0.479094509,1.920360382,0.008298682,127.6641744,257,0,Joining
P1816,2025.7.1 3:08,Lithography,WAF28260,70.19693412,55.13555613,371.0511021,356.2639042,1414.009416,0.498710523,2.665646718,0.005109918,103.6859166,812,0,Joining
P1312,2025.7.1 2:16,Lithography,WAF14321,68.93143901,51.64003494,293.7771739,539.173569,1261.909422,0.518790214,3.625299555,0.01285023,124.8754097,865,0,Joining
P1348,2025.7.1 0:23,Etching,WAF36292,80.48711344,53.08590219,269.6652542,437.1596131,1822.708525,0.557753996,2.470228122,0.005886616,106.216322,234,0,Joining
P1117,2025.7.1 1:06,Deposition,WAF22941,74.01594438,45.29901727,221.6939458,540.107325,1640.404134,0.547855939,1.273003243,0.01348129,126.703165,846,0,Joining
P1654,2025.7.1 3:21,Deposition,WAF64895,74.47499249,55.26245044,266.9997732,631.6040415,1565.823046,0.489914543,0.720284982,0.015973732,125.6686474,421,0,Joining
P1272,2025.7.1 8:02,Deposition,WAF22767,73.04334797,68.22683773,347.5753863,299.080722,1234.226787,0.54414264,4.431791428,0.00751914,92.36210083,256,1,Non-Joining
P1260,2025.7.1 1:28,Etching,WAF13870,76.32412121,38.47403399,274.8763056,393.0272095,1400.533714,0.492803742,2.7932734,0.015511729,108.1815835,176,0,Joining
P1527,2025.7.1 5:04,Deposition,WAF31959,79.23818908,56.33765367,333.5535515,580.9393229,1640.88304,0.511034974,2.38686933,0.014426304,114.5003887,373,0,Joining
P1456,2025.7.1 0:37,Etching,WAF15462,82.38057437,38.61849355,371.2767839,266.8362023,1465.563247,0.484472756,2.095363584,0.008561147,123.0448553,904,0,Joining
P1099,2025.7.1 4:49,Etching,WAF24342,76.35636515,56.23866784,227.8734345,545.1601636,1750.605568,0.485285029,3.504465066,0.00653702,115.9792087,469,0,Joining
P1553,2025.7.1 3:23,Deposition,WAF21885,84.77331272,69.07264424,321.9913026,482.9466342,1575.869444,0.445109812,1.885258856,0.011787663,149.4567506,159,0,Joining
P1165,2025.7.1 7:32,Deposition,WAF51132,83.39092689,56.3036391,280.6828273,652.6378479,1694.408244,0.487398563,2.633582294,0.01222344,99.7966496,890,0,Joining
P1072,2025.7.1 5:01,Etching,WAF62204,82.56063071,53.45406988,374.0148252,377.161706,1668.706765,0.555364764,2.313836455,0.019179053,130.3994418,370,0,Joining
P1678,2025.7.1 4:54,Deposition,WAF43921,81.80811729,40.39240002,375.9288356,630.9122042,1148.245664,0.500084924,3.570294248,0.00824096,93.0230361,746,0,Joining
P1950,2025.7.1 7:46,Lithography,WAF34110,73.12668845,57.48491008,353.0086467,297.9363561,958.3651928,0.514221341,2.24053338,0.007830598,105.190085,181,0,Joining
P1081,2025.7.1 7:38,Lithography,WAF53183,73.82277771,48.06604199,296.0249166,472.3463349,1795.976654,0.457353038,2.130830727,0.016408827,97.21464681,795,0,Joining
P1209,2025.7.1 8:19,Lithography,WAF17488,68.84057877,47.01564704,270.0691538,687.8371042,1682.201117,0.45446432,2.932625093,0.013312622,111.480397,449,0,Joining
P1501,2025.7.1 4:17,Deposition,WAF55179,72.44153064,52.554029,315.2440961,582.1219335,1487.17594,0.508308044,1.697387792,0.015558083,132.2987049,706,0,Joining
P1476,2025.7.1 0:23,Deposition,WAF80218,72.6151207,59.68734573,335.4234289,484.4893117,1583.771351,0.464655268,1.308630844,0.00603496,126.1467802,499,0,Joining
P1615,2025.7.1 1:17,Deposition,WAF98559,67.15111658,42.73644698,431.01728,422.0032039,1347.301137,0.596165969,2.79498519,0.000488376,122.5606807,871,0,Joining
P1583,2025.7.1 5:15,Deposition,WAF76876,69.76066847,59.5364896,228.5630019,511.0153518,1339.980579,0.50022252,1.69887967,0.006290446,130.5821242,968,1,Non-Joining
P1503,2025.7.1 2:14,Etching,WAF37597,63.70306871,41.47092933,205.9957505,621.8567701,1597.912101,0.475415217,0.821411128,0.008780024,125.9167984,976,0,Joining
P1885,2025.7.1 7:28,Lithography,WAF77635,76.57545472,55.58064769,252.1147114,725.6778526,1646.575625,0.552667688,2.48291711,0.010546472,131.7427727,441,0,Joining
P1753,2025.7.1 5:09,Etching,WAF63709,72.87627805,55.8409018,291.5792571,495.6327817,1370.601822,0.479500913,2.479040079,0.004741316,157.339893,916,0,Joining
P1384,2025.7.1 0:51,Lithography,WAF64606,78.00456891,52.18507586,228.2867296,290.3510512,1457.279023,0.499451766,1.422068564,0.004132717,109.2658364,702,0,Joining
P1420,2025.7.1 4:15,Lithography,WAF64878,76.73073472,43.88297925,205.0889324,325.9100632,1146.000411,0.499549575,2.507840671,0.012288146,121.6295269,287,0,Joining
P1326,2025.7.1 7:08,Lithography,WAF65511,72.56833061,47.51405592,254.1514616,555.8566343,1519.93789,0.482598842,0.97061939,0.006255707,147.1187867,710,0,Joining
P1699,2025.7.1 4:28,Deposition,WAF73058,77.59941466,44.13863736,308.4647526,559.8495736,1541.496878,0.493435548,1.747861853,0.006972396,107.3184344,172,0,Joining
P1429,2025.7.1 1:57,Deposition,WAF91071,81.83825652,47.86154152,341.1319768,526.164755,1752.661695,0.480930141,2.192497245,0.01846777,123.8274674,548,1,Non-Joining
P1286,2025.7.1 6:03,Etching,WAF62563,78.03160767,40.16648309,323.288503,380.3068697,1570.961674,0.455798966,1.207986489,0.007425692,122.950589,122,0,Joining
P1112,2025.7.1 3:00,Deposition,WAF38491,89.69094034,44.23988314,260.5491911,608.0908399,1159.142681,0.507393541,1.919914329,0.011463819,127.0755256,175,0,Joining
P1872,2025.7.1 0:38,Deposition,WAF28079,78.93636847,69.25128884,303.0986287,673.1650434,1891.631898,0.467532306,2.044940009,0.017897075,122.6667661,388,0,Joining
P1058,2025.7.1 5:38,Deposition,WAF13996,70.38292188,60.81559381,301.3647222,615.2911466,1558.395226,0.533200999,1.012784539,0.009451596,106.426353,666,0,Joining
P1883,2025.7.1 7:20,Lithography,WAF82796,81.55996395,45.13374737,320.2007945,487.8037989,1473.039327,0.476515805,0.857268438,0.008785095,139.7960348,771,0,Joining
P1702,2025.7.1 2:49,Etching,WAF33116,74.9621767,29.79848551,245.3680583,617.4152098,1282.589323,0.488096261,2.28590802,0.011531567,105.3189547,411,0,Joining
P1655,2025.7.1 0:32,Etching,WAF68168,72.43343455,49.83773791,323.1538423,589.5192168,1307.982851,0.406970349,2.245413871,0.011986082,118.4039177,705,0,Joining
P1123,2025.7.1 3:31,Deposition,WAF26017,80.26643567,29.66548572,314.1812144,603.2212478,1193.017019,0.535000927,1.505684035,0.006655442,123.1576929,121,0,Joining
P1197,2025.7.1 3:10,Deposition,WAF87233,78.31691524,36.63579073,312.3854081,609.9944565,1814.606594,0.399208197,3.670128644,0.00554151,113.936008,221,0,Joining
P1258,2025.7.1 3:25,Etching,WAF56785,72.30736773,49.67558771,337.8257302,433.59674,1756.396092,0.554353507,2.197430714,0.01925296,133.2512117,856,0,Joining
P1442,2025.7.1 8:16,Lithography,WAF12665,69.28862673,57.08068785,339.8377183,574.0742514,1493.430035,0.56094097,0.816549313,0.015117954,124.9182299,108,0,Joining
P1307,2025.7.1 0:55,Deposition,WAF37729,71.61974456,37.3714976,227.7854077,515.7638553,1252.232572,0.496747469,2.670126226,0.004307097,108.6794907,608,0,Joining
P1772,2025.7.1 2:56,Etching,WAF33267,74.6135525,52.37175,289.3102217,690.2247856,1120.171927,0.512967609,3.033445004,0.009148658,106.1207357,672,0,Joining
P1007,2025.7.1 2:54,Lithography,WAF99780,67.60067547,50.87830131,256.5722781,557.8942021,1478.351402,0.495595668,2.663642557,0.017239069,98.910075,551,0,Joining
P1228,2025.7.1 1:11,Deposition,WAF98627,73.65129697,46.92342059,271.3825381,361.8284982,1263.312616,0.529655853,1.683055531,0.016210568,132.9559669,261,0,Joining
P1374,2025.7.1 5:46,Deposition,WAF34660,70.20196344,44.73924092,255.2022894,468.5855988,1023.028903,0.487403061,2.115196434,0.009146489,125.2815273,858,0,Joining
P1363,2025.7.1 3:14,Deposition,WAF94192,70.60799761,57.23399638,306.8785735,344.5845948,1533.19942,0.477878804,2.068448899,0.012878261,111.6937656,612,0,Joining
P1643,2025.7.1 6:57,Lithography,WAF81473,71.7652859,48.98104374,309.4335786,224.8326876,1684.240716,0.481038723,1.161760623,0.00981716,110.3419807,886,0,Joining
P1425,2025.7.1 5:12,Deposition,WAF11861,76.98133958,49.26690218,308.2952357,414.002452,1634.181608,0.501150754,1.374708258,9.89E-05,129.1016384,394,0,Joining
P1743,2025.7.1 4:06,Etching,WAF13768,69.47687513,46.05952715,381.5766864,543.9752288,1400.98124,0.554408087,3.323456239,0.001797522,112.2707478,890,0,Joining
P1967,2025.7.1 5:39,Etching,WAF91061,75.21592088,59.13329412,222.9376539,438.7819938,1321.448567,0.443793902,1.220830756,0.007275619,138.5097545,829,1,Non-Joining
P1830,2025.7.1 6:30,Deposition,WAF12871,77.15927747,60.2709587,282.5332002,574.4455104,1643.924045,0.491470062,2.762573581,0.014172535,104.9081928,564,0,Joining
P1193,2025.7.1 1:24,Deposition,WAF36804,75.54392453,46.83665807,318.7450771,678.2412325,1440.980882,0.493624916,2.519205281,0.013006784,114.5976178,106,0,Joining
P1562,2025.7.1 5:35,Lithography,WAF39846,67.76604673,65.62684951,243.2007867,604.8801012,1412.600008,0.534761975,1.447858127,0.006027248,125.2941779,844,0,Joining
P1446,2025.7.1 0:31,Lithography,WAF49427,77.71762166,45.99711519,345.0383988,365.148723,1355.86474,0.557905534,1.12052388,0.018619843,92.12275425,294,0,Joining
P1011,2025.7.1 2:08,Lithography,WAF26855,79.69514579,44.53449318,267.0668326,507.2861552,1485.822006,0.394032077,1.059483859,0.018094128,119.6085799,750,0,Joining
P1874,2025.7.1 6:07,Etching,WAF85204,71.48611417,50.13782765,232.4470375,641.873358,1318.976153,0.474570282,2.456556712,0.006903561,89.70238312,220,0,Joining
P1119,2025.7.1 1:48,Etching,WAF16092,87.4207204,50.80284952,351.5908417,532.5897875,1612.222316,0.523285425,2.948655659,0.011251987,125.9857708,542,0,Joining
P1474,2025.7.1 6:48,Lithography,WAF71396,76.3250318,48.68817214,250.5008947,531.7950761,1595.203152,0.417772181,1.813179209,0.016363753,124.7430349,729,0,Joining
P1401,2025.7.1 7:22,Deposition,WAF17928,72.7274585,40.08064497,265.4029236,425.5482932,1496.845337,0.548537904,3.102287537,0.00870849,121.7917345,550,0,Joining
P1977,2025.7.1 2:21,Etching,WAF71518,82.94723468,52.2121253,297.4337253,670.7645904,1278.006397,0.513429337,2.197843529,0.010872172,108.73092,168,0,Joining
P1904,2025.7.1 3:24,Lithography,WAF16030,66.00080232,55.2814547,265.6048791,414.3204388,1489.5393,0.447519849,1.020232233,-0.001655905,85.37179657,634,0,Joining
P1629,2025.7.1 5:12,Lithography,WAF67564,75.12388873,54.70118683,276.9022476,533.5646634,1614.88602,0.527565838,0.843155851,0.007244128,91.6025362,854,0,Joining
P1290,2025.7.1 6:58,Etching,WAF84217,70.73973431,49.05315939,197.017497,453.5661982,1443.587757,0.506937163,2.03304023,0.006970929,105.1076503,488,0,Joining
P1916,2025.7.1 3:17,Etching,WAF37215,68.00821463,31.85238213,264.5899048,440.6720039,1511.119399,0.446698701,1.347756919,0.015942429,127.4909667,307,1,Non-Joining
P1093,2025.7.1 7:38,Etching,WAF14554,67.05624825,34.21088435,357.8003482,426.0688414,1679.893814,0.489224859,2.521910088,0.008382263,115.3019345,133,0,Joining
P1316,2025.7.1 6:43,Deposition,WAF79969,63.70223344,41.40444226,261.2133588,488.8334299,1440.321429,0.551440245,1.4005757,0.007766023,122.5129129,464,0,Joining
P1847,2025.7.1 7:39,Deposition,WAF30760,75.73798784,52.86552944,305.7629128,517.5641601,1479.971869,0.538060484,0.270521034,0.009900136,128.2152115,383,0,Joining
P1523,2025.7.1 3:26,Etching,WAF72293,78.24400908,55.48165559,128.6172236,458.0304222,1848.86305,0.528761392,1.219415096,0.004428089,123.1682888,745,0,Joining
P1681,2025.7.1 0:58,Etching,WAF89401,75.16507938,61.74681133,267.700171,555.0984938,1486.305522,0.491530331,2.138441054,0.013822068,114.1629339,579,0,Joining
P1427,2025.7.1 7:13,Lithography,WAF23427,80.87720322,60.23426367,281.4841871,355.0462316,1643.221709,0.51192197,1.407573011,0.015966061,93.85257199,400,1,Non-Joining
P1929,2025.7.1 3:31,Lithography,WAF59741,68.31865182,42.06915908,267.9981334,565.5175493,1936.764246,0.565141495,2.69799039,0.01538452,118.2881515,226,0,Joining
P1665,2025.7.1 4:01,Deposition,WAF46764,81.7685492,62.85077589,399.1452845,376.5280442,1699.664118,0.492094028,2.250069591,0.009485875,133.4306036,952,0,Joining
P1121,2025.7.1 2:08,Deposition,WAF72423,65.24961037,58.15508224,248.6442701,402.0897032,1726.756282,0.60288094,1.705375862,0.012678933,98.16214986,712,0,Joining
P1518,2025.7.1 1:39,Deposition,WAF85665,72.03135403,64.18485033,333.185548,549.5112455,1580.502628,0.409481085,2.233462815,0.016173814,141.9396495,285,0,Joining
P1848,2025.7.1 5:48,Etching,WAF76573,79.98290648,49.6582652,265.0349528,547.9579709,1158.013655,0.559767634,1.543563767,0.018527634,137.557525,268,0,Joining
P1890,2025.7.1 4:51,Deposition,WAF84828,63.30995642,71.95847162,277.6199891,424.232221,1732.966796,0.496817257,1.93405487,0.010432039,128.1544951,997,0,Joining
P1858,2025.7.1 3:46,Lithography,WAF27875,70.31924777,47.72270992,315.3273138,586.5793566,1409.455351,0.538375028,2.399185467,0.015318988,97.78688557,847,0,Joining
P1549,2025.7.1 2:40,Deposition,WAF59993,76.67609173,59.39624316,425.0584414,443.5626357,1434.223206,0.499410645,1.143037943,0.011156803,137.7107858,851,0,Joining
P1348,2025.7.1 3:12,Etching,WAF51098,71.78375784,53.38487802,288.9434334,598.4638659,1422.548062,0.495177146,2.456785237,0.016752275,121.1934923,918,0,Joining
P1151,2025.7.1 2:11,Deposition,WAF47632,74.36929225,68.84346083,287.2844942,402.3914255,1501.879414,0.490799499,2.341485825,0.01617787,104.761962,638,1,Non-Joining
P1020,2025.7.1 6:30,Etching,WAF18915,80.24041832,51.59143678,346.2192849,338.8935839,1477.799771,0.449304282,1.929974031,0.016646185,96.96100678,527,0,Joining
P1512,2025.7.1 1:10,Lithography,WAF10615,75.04268808,69.31507735,291.733614,444.6365671,1397.371337,0.376959463,1.457569256,0.011961079,132.1965969,941,0,Joining
P1938,2025.7.1 6:52,Etching,WAF14700,80.39638846,69.63392581,278.0913263,549.7922031,1306.468969,0.485861147,3.998282341,0.012595798,96.51964534,764,0,Joining
P1889,2025.7.1 6:09,Etching,WAF43043,74.10830806,69.72381716,203.4899207,520.4958182,1346.574616,0.48882919,1.892131785,0.002583599,119.6170347,483,0,Joining
P1274,2025.7.1 3:35,Etching,WAF59460,73.76588335,46.96734289,326.8107561,454.5448824,1650.196197,0.460390749,1.217005052,0.007149244,144.765652,787,0,Joining
P1850,2025.7.1 5:37,Etching,WAF74459,78.93776703,38.13228582,275.3833478,408.5879049,1492.505765,0.494466899,2.234675396,0.019788325,120.277416,843,0,Joining
P1061,2025.7.1 5:27,Etching,WAF12766,72.70488375,56.45612146,319.5616393,313.7537735,1412.787185,0.472600106,2.144021888,0.010101542,100.7258278,930,0,Joining
P1568,2025.7.1 0:40,Lithography,WAF38357,64.95392328,44.49855102,295.9080994,712.9616647,1444.391523,0.54459561,3.673632309,0.009430636,134.0710901,383,0,Joining
P1831,2025.7.1 2:00,Lithography,WAF80683,81.16519567,60.26142403,312.5386005,605.570082,1519.927977,0.523808447,1.036292134,0.019823376,107.7320028,131,0,Joining
P1389,2025.7.1 4:29,Deposition,WAF10744,75.75909546,48.8915149,345.0528193,426.4819678,1311.954414,0.5165394,1.3788076,0.002139628,166.5970443,118,1,Non-Joining
P1231,2025.7.1 8:17,Etching,WAF14137,77.45420813,39.33275182,342.8076594,727.4511776,1397.899976,0.462609333,2.00749022,0.0088645,106.3625812,958,0,Joining
P1106,2025.7.1 1:46,Lithography,WAF70482,73.46809318,49.46059557,257.110151,656.6269044,1583.301225,0.51479583,1.842603704,0.002916085,128.6272909,916,0,Joining
P1726,2025.7.1 1:29,Deposition,WAF86380,76.63281508,51.87842407,339.6449074,505.0120372,1276.74092,0.510550425,2.716762377,0.014475482,108.4830031,571,0,Joining
P1657,2025.7.1 2:34,Deposition,WAF86674,69.99431221,39.24670595,293.7500667,599.9937522,1346.249224,0.581886003,2.204389723,0.001015349,102.9828583,749,0,Joining
P1130,2025.7.1 3:29,Etching,WAF88337,71.00550551,49.22259347,267.0208454,606.95397,1331.444896,0.600760241,0.981965942,0.006794991,128.8696837,237,0,Joining
P1769,2025.7.1 3:48,Lithography,WAF40875,75.415191,42.4662366,382.3821976,438.0125009,1342.753347,0.571752052,1.200219339,0.00955047,142.5878662,975,1,Non-Joining
P1009,2025.7.1 4:11,Deposition,WAF28088,73.75163516,45.03182535,360.4128818,447.758348,1348.964575,0.485979005,2.085145394,0.010719422,111.5318657,770,0,Joining
P1940,2025.7.1 6:42,Etching,WAF90587,75.16213059,47.65239071,331.9968257,526.1404236,1398.165448,0.524120675,2.547695668,0.016154055,125.5988694,322,0,Joining
P1921,2025.7.1 0:06,Etching,WAF24877,74.2920779,52.94145884,372.7226336,495.5936391,1475.299676,0.56343026,1.722704068,0.014823623,135.0486276,558,0,Joining
P1004,2025.7.1 0:08,Deposition,WAF56994,74.86298855,47.46381521,336.9739787,634.0950422,1458.994914,0.506931556,2.366538881,0.011448842,111.0555538,880,0,Joining
P1543,2025.7.1 7:42,Etching,WAF17907,77.20972192,70.68779433,291.962408,530.6680412,1856.796899,0.550546564,2.063914409,0.013023744,140.4092177,357,0,Joining
P1205,2025.7.1 6:44,Lithography,WAF19651,81.31312926,42.66270142,249.5859262,463.4173424,1568.287174,0.488444797,2.189820112,0.018633235,121.9096419,301,0,Joining
P1833,2025.7.1 5:21,Etching,WAF13837,73.81739742,53.21021163,274.1850776,515.1163753,1689.405955,0.500583706,2.019756272,0.012897629,144.1859949,621,0,Joining
P1595,2025.7.1 8:06,Etching,WAF54254,75.30121016,69.18111328,295.1828701,579.3874855,1269.442853,0.527250251,2.570518664,0.011045213,100.5282446,165,0,Joining
P1110,2025.7.1 4:09,Deposition,WAF77107,73.25612369,56.20173127,223.4048434,750.5848053,1667.1419,0.38719418,1.937536703,0.006517331,119.32332,331,0,Joining
P1194,2025.7.1 0:57,Deposition,WAF90746,72.11389522,62.22544153,275.6069122,428.1784169,1394.468243,0.463150695,1.525390197,0.007406289,124.22198,739,0,Joining
P1583,2025.7.1 7:30,Lithography,WAF20711,74.33010763,52.81820086,225.4529845,628.8218244,1678.822843,0.484697116,2.672592526,0.008079624,110.2121068,261,1,Non-Joining
P1841,2025.7.1 1:16,Deposition,WAF34363,75.31223488,61.11356184,279.6028182,459.1611399,1711.830532,0.522036053,2.023446429,0.012040326,159.793975,842,0,Joining
P1869,2025.7.1 7:29,Deposition,WAF50916,79.59780273,59.24094531,318.4436745,476.2837171,1582.139985,0.49678266,1.322796733,0.016713257,146.0568908,271,0,Joining
P1277,2025.7.1 6:32,Etching,WAF26205,72.85268005,48.80521824,317.5974363,434.9918737,1543.261535,0.47907758,1.85126423,-0.000578864,108.2474131,871,0,Joining
P1367,2025.7.1 7:35,Lithography,WAF72415,72.20858803,45.21581333,292.9292844,376.8709186,1670.752191,0.399909365,1.512882872,0.010399023,144.6607315,639,1,Non-Joining
P1133,2025.7.1 1:16,Lithography,WAF64808,79.41462403,37.32998024,332.2933334,674.1912244,1424.87075,0.537983299,3.038246141,0.013463068,121.977974,365,0,Joining
P1317,2025.7.1 7:42,Deposition,WAF70117,73.28809572,37.20702502,271.2172171,543.1373775,1223.814092,0.545127386,1.638671972,0.007907202,113.3569238,525,0,Joining
P1652,2025.7.1 4:35,Lithography,WAF25330,73.91849836,48.03235605,317.4817129,452.4098954,1868.611834,0.506595489,0.62052714,0.009303457,116.4991527,354,0,Joining
P1444,2025.7.1 2:10,Deposition,WAF86688,68.30834687,43.12164807,247.0165721,588.2082138,1803.578933,0.545026174,1.534106459,0.021393125,98.1152916,561,1,Non-Joining
P1618,2025.7.1 5:06,Etching,WAF67544,76.10054912,70.92390289,307.6155679,488.2635452,1402.065279,0.444884577,1.357018398,0.015363896,118.5515922,215,0,Joining
P1983,2025.7.1 7:37,Etching,WAF47595,72.6188806,43.62671644,308.0727332,524.2117968,1635.964913,0.565011977,2.261486986,0.016070793,127.7194325,868,0,Joining
P1686,2025.7.1 6:12,Etching,WAF59630,73.41861728,53.3870386,360.1202678,454.1365943,1733.112904,0.570666468,1.588500862,0.00912477,136.9842757,483,0,Joining
P1322,2025.7.1 1:48,Deposition,WAF91738,79.23175713,51.48826729,301.4509367,479.5216346,1626.033744,0.53355945,1.555189007,0.006260463,121.3335549,335,0,Joining
P1857,2025.7.1 6:39,Lithography,WAF97843,70.51353409,33.41201903,351.534615,398.5982478,1500.629084,0.426672373,3.215662638,0.011145756,155.3552526,234,0,Joining
P1982,2025.7.1 1:57,Lithography,WAF37973,77.39559564,50.17237535,288.0396894,572.8894936,1655.258184,0.510650197,1.150602263,0.011095574,106.2247002,593,0,Joining
P1600,2025.7.1 7:38,Lithography,WAF24610,77.80227126,61.83804217,256.6454159,567.8963755,1713.322191,0.525279,2.121344242,0.00586987,130.7588017,148,0,Joining
P1620,2025.7.1 2:55,Deposition,WAF76735,78.85761265,46.62094674,335.6095889,387.6679425,1735.27352,0.45839047,-0.048112684,0.011295733,139.2126992,662,0,Joining
P1217,2025.7.1 1:46,Etching,WAF66625,77.60501948,41.77923305,280.7899498,521.2107473,1345.180361,0.38013851,2.697225808,0.014876184,111.5947385,542,0,Joining
P1922,2025.7.1 1:14,Etching,WAF29575,76.9741001,51.02882676,347.9586813,359.8708125,1907.898251,0.464579209,1.612309131,0.001050831,123.8756762,882,0,Joining
P1293,2025.7.1 2:19,Etching,WAF93459,73.01129858,62.33051004,369.9388663,479.7588254,1288.814866,0.490631604,2.080134225,0.003794294,132.7754485,611,0,Joining
P1227,2025.7.1 4:02,Deposition,WAF48852,63.9703241,70.52557533,272.9545498,434.996382,1871.410694,0.448889817,2.380532901,0.015915075,138.33398,165,0,Joining
P1646,2025.7.1 8:09,Deposition,WAF26923,79.97346576,55.8384583,340.8900714,570.6795842,1612.032249,0.522894282,3.151492147,0.005011213,120.5512718,698,0,Joining
P1297,2025.7.1 8:16,Deposition,WAF30826,83.55329336,56.22145019,253.1925552,467.3707908,1612.677078,0.50712416,1.124826614,0.011071486,135.9858645,313,1,Non-Joining
P1562,2025.7.1 3:58,Etching,WAF19680,84.91256532,34.59332869,266.6793145,435.7327145,1766.575831,0.437971322,2.417182371,0.009339682,119.727684,764,0,Joining
P1852,2025.7.1 5:59,Deposition,WAF44787,69.51852205,45.71529912,282.0354454,517.284587,1510.221749,0.462161638,2.180567412,0.014124511,108.0967919,385,0,Joining
P1369,2025.7.1 5:02,Etching,WAF70089,63.42918009,58.90145309,371.0836752,568.3519677,1764.177586,0.603121772,0.89105633,0.01738422,116.3588571,112,0,Joining
P1692,2025.7.1 8:01,Deposition,WAF15725,80.44660678,54.81818378,367.4230472,527.3711213,1580.587508,0.448514342,1.31432312,0.008945381,111.9004661,916,0,Joining
P1744,2025.7.1 2:52,Deposition,WAF52124,68.48499039,37.21298529,316.9190849,439.0784721,1674.703306,0.495265164,3.296203992,0.008013338,116.307566,277,0,Joining
